x-axis,1,2
second,Volt,Volt
-2.384000E-06,,
-2.381500E-06,+269.333265134E-03,+1.270777703098E+00
-2.379000E-06,+268.503923120E-03,+1.276170879862E+00
-2.376500E-06,+268.852344913E-03,+1.269702993625E+00
-2.374000E-06,+269.352894531E-03,+1.271587415715E+00
-2.371500E-06,+265.269980001E-03,+1.278865014569E+00
-2.369000E-06,+269.073175627E-03,+1.270144655052E+00
-2.366500E-06,+268.023002899E-03,+1.269963083132E+00
-2.364000E-06,+264.627117257E-03,+1.276480042861E+00
-2.361500E-06,+267.861060376E-03,+1.275375889293E+00
-2.359000E-06,+266.069877920E-03,+1.273982202122E+00
-2.356500E-06,+266.668574522E-03,+1.278354650253E+00
-2.354000E-06,+267.944485312E-03,+1.277603825827E+00
-2.351500E-06,+271.502313477E-03,+1.272392220983E+00
-2.349000E-06,+269.274376943E-03,+1.273182304203E+00
-2.346500E-06,+270.039923418E-03,+1.269305498340E+00
-2.344000E-06,+269.671872228E-03,+1.233761568130E+00
-2.341500E-06,+267.350696060E-03,+1.005864271576E+00
-2.339000E-06,+266.972830172E-03,+508.862667289E-03
-2.336500E-06,+273.661547123E-03,+121.790592289E-03
-2.334000E-06,+267.865967725E-03,-163.041769611E-03
-2.331500E-06,+264.862670018E-03,-398.339348749E-03
-2.329000E-06,+272.385636332E-03,-454.631551349E-03
-2.326500E-06,+266.923756680E-03,-389.221493947E-03
-2.324000E-06,+263.832126688E-03,-355.738650399E-03
-2.321500E-06,+265.579143001E-03,-397.073252657E-03
-2.319000E-06,+273.072665219E-03,-459.107053814E-03
-2.316500E-06,+263.596573926E-03,-493.733309725E-03
-2.314000E-06,+264.156011734E-03,-489.503174720E-03
-2.311500E-06,+267.493009186E-03,-480.503096298E-03
-2.309000E-06,+259.994579618E-03,-481.926227565E-03
-2.306500E-06,+268.665865643E-03,-498.203904840E-03
-2.304000E-06,+269.141878515E-03,-522.338248174E-03
-2.301500E-06,+266.550798141E-03,-532.712384370E-03
-2.299000E-06,+266.820702347E-03,-533.551541082E-03
-2.296500E-06,+268.901418405E-03,-540.799695841E-03
-2.294000E-06,+265.456459271E-03,-545.667786241E-03
-2.291500E-06,+263.503334292E-03,-554.069168061E-03
-2.289000E-06,+267.924855915E-03,-564.516914494E-03
-2.286500E-06,+268.798364072E-03,-569.846295718E-03
-2.284000E-06,+261.187065472E-03,-565.120518445E-03
-2.281500E-06,+262.516957104E-03,-577.045376986E-03
-2.279000E-06,+266.923756680E-03,-578.905262330E-03
-2.276500E-06,+266.521354046E-03,-581.054681277E-03
