x-axis,1,2
second,Volt,Volt
-2.384000E-06,,
-2.381500E-06,+2.877577858861E+00,+3.822589469110E+00
-2.379000E-06,+2.879580057332E+00,+3.837851325102E+00
-2.376500E-06,+2.879197284095E+00,+3.829469572679E+00
-2.374000E-06,+2.871904963193E+00,+3.825916651863E+00
-2.371500E-06,+2.861766379759E+00,+3.827035527479E+00
-2.369000E-06,+2.862718405502E+00,+3.797768096888E+00
-2.366500E-06,+2.869304068120E+00,+3.729389093223E+00
-2.364000E-06,+2.846445635576E+00,+3.645915083439E+00
-2.361500E-06,+2.849517636171E+00,+3.525773360479E+00
-2.359000E-06,+2.848918939570E+00,+3.378081779147E+00
-2.356500E-06,+2.831939511359E+00,+3.228437072835E+00
-2.354000E-06,+2.831654885106E+00,+3.107657394480E+00
-2.351500E-06,+2.835943908301E+00,+2.964568906691E+00
-2.349000E-06,+2.828887140161E+00,+2.849442494608E+00
-2.346500E-06,+2.818365783490E+00,+2.754701211074E+00
-2.344000E-06,+2.825579586804E+00,+2.657977358467E+00
-2.341500E-06,+2.813752875248E+00,+2.573207808496E+00
-2.339000E-06,+2.804095212035E+00,+2.509127642725E+00
-2.336500E-06,+2.811210868365E+00,+2.434604637870E+00
-2.334000E-06,+2.807255544915E+00,+2.374371833866E+00
-2.331500E-06,+2.803319850862E+00,+2.324532795456E+00
-2.329000E-06,+2.810298101415E+00,+2.286088621872E+00
-2.326500E-06,+2.814528236420E+00,+2.234031461626E+00
-2.324000E-06,+2.802230419341E+00,+2.191955849639E+00
-2.321500E-06,+2.799109345254E+00,+2.165888010723E+00
-2.319000E-06,+2.810062548654E+00,+2.119690225413E+00
-2.316500E-06,+2.804203173717E+00,+2.106224459226E+00
-2.314000E-06,+2.808835711356E+00,+2.089833912919E+00
-2.311500E-06,+2.811574012206E+00,+2.056562085386E+00
-2.309000E-06,+2.809591443131E+00,+2.053784525742E+00
-2.306500E-06,+2.802701524864E+00,+2.043243539674E+00
-2.304000E-06,+2.812732146615E+00,+2.029139818092E+00
-2.301500E-06,+2.796930482212E+00,+2.023565069408E+00
-2.299000E-06,+2.796685114752E+00,+2.030347025993E+00
-2.296500E-06,+2.812957884678E+00,+2.018893272975E+00
-2.294000E-06,+2.802573933785E+00,+2.017077553774E+00
-2.291500E-06,+2.799806188839E+00,+2.034704752077E+00
-2.289000E-06,+2.799609894872E+00,+2.025920597021E+00
-2.286500E-06,+2.807137768535E+00,+2.011816875438E+00
-2.284000E-06,+2.803329665560E+00,+2.021896570682E+00
