x-axis,1,2
second,Volt,Volt
-63.20000E-03,,
-63.14400E-03,+17.53768858E+00,+4.62311561E+00
-63.08800E-03,+17.48743732E+00,+4.62311561E+00
-63.03200E-03,+17.28643230E+00,+4.62311561E+00
-62.97600E-03,+16.93467350E+00,+4.62311561E+00
-62.92000E-03,+16.88442224E+00,+4.62311561E+00
-62.86400E-03,+16.53266345E+00,+4.62311561E+00
-62.80800E-03,+16.43216093E+00,+4.62311561E+00
-62.75200E-03,+16.08040214E+00,+4.62311561E+00
-62.69600E-03,+15.87939711E+00,+4.62311561E+00
-62.64000E-03,+15.52763831E+00,+4.62311561E+00
-62.58400E-03,+15.27638203E+00,+4.62311561E+00
-62.52800E-03,+15.07537700E+00,+4.62311561E+00
-62.47200E-03,+14.67336695E+00,+4.62311561E+00
-62.41600E-03,+14.47236192E+00,+4.47236184E+00
-62.36000E-03,+14.22110564E+00,+4.62311561E+00
-62.30400E-03,+13.86934684E+00,+4.62311561E+00
-62.24800E-03,+13.66834182E+00,+4.62311561E+00
-62.19200E-03,+13.46733679E+00,+4.62311561E+00
-62.13600E-03,+13.06532674E+00,+4.62311561E+00
-62.08000E-03,+12.81407045E+00,+4.62311561E+00
-62.02400E-03,+12.31155789E+00,+4.57286436E+00
-61.96800E-03,+12.21105537E+00,+4.62311561E+00
-61.91200E-03,+11.85929658E+00,+4.57286436E+00
-61.85600E-03,+11.65829155E+00,+4.42211059E+00
-61.80000E-03,+11.30653275E+00,+4.47236184E+00
-61.74400E-03,+11.05527647E+00,+4.42211059E+00
-61.68800E-03,+10.85427144E+00,+4.47236184E+00
-61.63200E-03,+10.50251264E+00,+4.57286436E+00
-61.57600E-03,+10.25125636E+00,+4.42211059E+00
-61.52000E-03,+10.05025133E+00,+4.47236184E+00
-61.46400E-03,+9.84924631E+00,+4.57286436E+00
-61.40800E-03,+9.44723625E+00,+4.42211059E+00
-61.35200E-03,+9.24623123E+00,+4.62311561E+00
-61.29600E-03,+8.89447243E+00,+4.42211059E+00
-61.24000E-03,+8.64321615E+00,+4.42211059E+00
-61.18400E-03,+8.29145735E+00,+4.42211059E+00
-61.12800E-03,+7.88944730E+00,+4.37185933E+00
-61.07200E-03,+7.63819101E+00,+4.27135682E+00
-61.01600E-03,+7.23618096E+00,+4.42211059E+00
-60.96000E-03,+6.98492468E+00,+4.22110556E+00
-60.90400E-03,+6.63316588E+00,+4.22110556E+00
-60.84800E-03,+6.43216085E+00,+4.37185933E+00
-60.79200E-03,+6.23115583E+00,+4.22110556E+00
