x-axis,1
second,Volt
-2.500000E-06,+1.579381264492E+00
-2.497500E-06,+1.577380969591E+00
-2.495000E-06,+1.572977878209E+00
-2.492500E-06,+1.573783258318E+00
-2.490000E-06,+1.573270085763E+00
-2.487500E-06,+1.578615388191E+00
-2.485000E-06,+1.573857591818E+00
-2.482500E-06,+1.576958263772E+00
-2.480000E-06,+1.583436209722E+00
-2.477500E-06,+1.574335557735E+00
-2.475000E-06,+1.571666713663E+00
-2.472500E-06,+1.570793332725E+00
-2.470000E-06,+1.576034749185E+00
-2.467500E-06,+1.582217924357E+00
-2.465000E-06,+1.577174931602E+00
-2.462500E-06,+1.570738374184E+00
-2.460000E-06,+1.579387823330E+00
-2.457500E-06,+1.572665164862E+00
-2.455000E-06,+1.580944831228E+00
-2.452500E-06,+1.582426827126E+00
-2.450000E-06,+1.570411487715E+00
-2.447500E-06,+1.573867995493E+00
-2.445000E-06,+1.573140718332E+00
-2.442500E-06,+1.575660744625E+00
-2.440000E-06,+1.578647956215E+00
-2.437500E-06,+1.574281353083E+00
-2.435000E-06,+1.571512015546E+00
-2.432500E-06,+1.573016703516E+00
-2.430000E-06,+1.571356789707E+00
-2.427500E-06,+1.580511194012E+00
-2.425000E-06,+1.575924907491E+00
-2.422500E-06,+1.580471840982E+00
-2.420000E-06,+1.582047168395E+00
-2.417500E-06,+1.579505807030E+00
-2.415000E-06,+1.577103161326E+00
-2.412500E-06,+1.576035578464E+00
-2.410000E-06,+1.573232391290E+00
-2.407500E-06,+1.575701680823E+00
-2.405000E-06,+1.567212960909E+00
-2.402500E-06,+1.579011934046E+00
-2.400000E-06,+1.573312680518E+00
-2.397500E-06,+1.572956693915E+00
-2.395000E-06,+1.582837018380E+00
-2.392500E-06,+1.574321912336E+00
-2.390000E-06,+1.574396848948E+00
-2.387500E-06,+1.580107260040E+00
-2.385000E-06,+1.567799185352E+00
-2.382500E-06,+1.576934667032E+00
-2.380000E-06,+1.575520747353E+00
-2.377500E-06,+1.573132123992E+00
-2.375000E-06,+1.578823763237E+00
-2.372500E-06,+1.577918341997E+00
-2.370000E-06,+1.579721796360E+00
-2.367500E-06,+1.575133248171E+00
-2.365000E-06,+1.569429169750E+00
-2.362500E-06,+1.573242719576E+00
-2.360000E-06,+1.578542788636E+00
-2.357500E-06,+1.565575513006E+00
-2.355000E-06,+1.572024208044E+00
-2.352500E-06,+1.572904600154E+00
-2.350000E-06,+1.568388802298E+00
-2.347500E-06,+1.577752561705E+00
-2.345000E-06,+1.570926168048E+00
-2.342500E-06,+1.566268111251E+00
-2.340000E-06,+1.480232361528E+00
-2.337500E-06,+884.410755045E-03
-2.335000E-06,-6.527664959E-03
-2.332500E-06,-297.087065925E-03
-2.330000E-06,-304.253463728E-03
-2.327500E-06,-342.261177721E-03
-2.325000E-06,-367.958932303E-03
-2.322500E-06,-378.111863196E-03
-2.320000E-06,-386.813783048E-03
-2.317500E-06,-398.629492530E-03
-2.315000E-06,-395.798486836E-03
-2.312500E-06,-407.034756881E-03
-2.310000E-06,-412.500078510E-03
-2.307500E-06,-403.016450678E-03
-2.305000E-06,-415.291429619E-03
-2.302500E-06,-416.488002967E-03
-2.300000E-06,-414.262219730E-03
-2.297500E-06,-420.975454580E-03
-2.295000E-06,-426.162666388E-03
-2.292500E-06,-426.077703046E-03
-2.290000E-06,-431.095892837E-03
-2.287500E-06,-426.554010406E-03
-2.285000E-06,-434.842798835E-03
-2.282500E-06,-427.487853278E-03
-2.280000E-06,-425.985803921E-03
-2.277500E-06,-436.125089414E-03
-2.275000E-06,-433.653236658E-03
-2.272500E-06,-439.252373666E-03
-2.270000E-06,-444.326502055E-03
-2.267500E-06,-433.527035563E-03
-2.265000E-06,-447.026557151E-03
-2.262500E-06,-446.811321710E-03
-2.260000E-06,-443.649283155E-03
-2.257500E-06,-444.074476809E-03
-2.255000E-06,-448.081927003E-03
-2.252500E-06,-447.100061373E-03
-2.250000E-06,-444.410862286E-03
-2.247500E-06,-448.962771447E-03
-2.245000E-06,-450.413028598E-03
-2.242500E-06,-447.536940314E-03
-2.240000E-06,-448.483900863E-03
-2.237500E-06,-450.939695774E-03
-2.235000E-06,-454.025365327E-03
-2.232500E-06,-462.129677006E-03
-2.230000E-06,-458.324269186E-03
-2.227500E-06,-450.025378638E-03
-2.225000E-06,-459.881126307E-03
-2.222500E-06,-455.190953819E-03
-2.220000E-06,-455.897499019E-03
-2.217500E-06,-464.257906947E-03
-2.215000E-06,-464.565795402E-03
-2.212500E-06,-466.345049913E-03
-2.210000E-06,-469.868729241E-03
-2.207500E-06,-461.101597951E-03
-2.205000E-06,-473.267489087E-03
-2.202500E-06,-467.441205185E-03
-2.200000E-06,-457.261812772E-03
-2.197500E-06,-471.766796731E-03
-2.195000E-06,-467.729266347E-03
-2.192500E-06,-462.000008019E-03
-2.190000E-06,-477.575741175E-03
-2.187500E-06,-463.838442852E-03
-2.185000E-06,-471.768983010E-03
-2.182500E-06,-474.775418782E-03
-2.180000E-06,-465.027628084E-03
-2.177500E-06,-471.559778686E-03
-2.175000E-06,-469.630650950E-03
-2.172500E-06,-468.232562950E-03
-2.170000E-06,-472.701167326E-03
-2.167500E-06,-472.429540954E-03
-2.165000E-06,-488.532469009E-03
-2.162500E-06,-480.469621251E-03
-2.160000E-06,-477.340376886E-03
-2.157500E-06,-478.011564671E-03
-2.155000E-06,-468.103647852E-03
-2.152500E-06,-482.312277865E-03
-2.150000E-06,-480.547724198E-03
-2.147500E-06,-470.836497139E-03
-2.145000E-06,-477.349423560E-03
-2.142500E-06,-485.362213058E-03
-2.140000E-06,-478.288694436E-03
-2.137500E-06,-495.228741346E-03
-2.135000E-06,-557.769601485E-03
-2.132500E-06,-722.618613752E-03
-2.130000E-06,-715.916234911E-03
-2.127500E-06,-515.381714350E-03
-2.125000E-06,-380.788019996E-03
-2.122500E-06,-312.340888283E-03
-2.120000E-06,-267.718246626E-03
-2.117500E-06,-239.165889609E-03
-2.115000E-06,-208.577729500E-03
-2.112500E-06,-192.510761972E-03
-2.110000E-06,-170.207394677E-03
-2.107500E-06,-153.311525690E-03
-2.105000E-06,-156.893556063E-03
-2.102500E-06,-146.364660497E-03
-2.100000E-06,-149.354435311E-03
-2.097500E-06,-134.942707479E-03
-2.095000E-06,-127.591832925E-03
-2.092500E-06,-127.413161123E-03
-2.090000E-06,-122.518232258E-03
-2.087500E-06,-129.142885097E-03
-2.085000E-06,-121.687144519E-03
